Opportunity ID,Opportunity Name,Account ID,Account Name,Opportunity Owner,Department,Service Line,Stage,Probability (%),Amount,Currency,Created Date,Expected Close Date,Actual Close Date,Loss Reason,Lead Source,Last Activity Date,Last Modified
OPP-333,Cygnus Components - Cloud Migration,ACC-10677,CYGNUS COMPONENTS PLC,oliver hughes,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,326000,eur,2024-06-11,2024-10-22,2024-06-21,Budget,Hyperscaler Co-sell,2024-06-21,2024-06-21 17:00:00
OPP-795,Falkner Municipal Services - SAP S/4HANA Implementation,ACC-10529,Falkner Municipal Services SA,lena fischer,ERP and Business Applications,SAP S/4HANA Implementation,Negotiation,95,1363500,EUR,2024-09-19,2025-05-14,,,Referral,2025-04-13,2025-04-09 03:26:33
OPP-748,Rhein Retail - Managed SOC,ACC-10081,Rhein Retail S.A.,Isabel Ferreira,Cybersecurity,Managed SOC,Closed - Lost,0,92500.00,€,2024-09-09,2025-04-16,2024-12-02,Lost to Competitor,AWS/Azure Co-sell,2024-12-02,2024-12-02 17:00:00
OPP-89,Aurora Finance - Analytics & BI,ACC-10027,Aurora Finance Oyj,mikael lindqvist,Data & AI,Analytics & BI,Closed Lost,0,"€125,500",EUR,2024-04-21,2024-08-02,2024-08-12,,AWS/Azure Co-sell,2024-08-12,2024-08-12 17:00:00
OPP-415,Fontaine Motorenwerk - Salesforce Implementation,ACC-10286,Fontaine Motorenwerk SA,Julia Hoffmann,ERP and Business Applications,Salesforce Implementation,Won,100,15300,CHF,2024-06-28,2024-11-27,24/02/2025,,Outbound - SDR,2025-02-24,2025-02-24 17:00:00
OPP-968,Tamsin Brands - DevOps & Platform Engineering,ACC-10033,Tamsin Brands GmbH,Lukas Schneider,CLOUD,DevOps & Platform Engineering,Closed - Lost,0,121500,EUR,2024-10-26,2025-01-30,14/12/2024,Price,Referral,2024-12-14,2024-12-14 17:00:00
OPP-162,Tauern Retail - Data Platform Modernisation,ACC-10111,Tauern Retail Lda,Marco Rossi,Data & AI,Data Platform Modernisation,Closed Lost,0,228500,EUR,2024-05-04,2024-10-07,2024-06-09,Not a Fit,Event / Webinar,2024-06-09,2024-06-09 17:00:00
OPP-774,Juniper Biotech - SAP S/4HANA Implementation,ACC-10470,Juniper Biotech S.A.,"Fischer, Lena",ERP & Business Apps,SAP S/4HANA Implementation,Lost,0,799500,EUR,2024-09-16,2025-02-21,2025-01-10,Stalled,Inbound - Website,2025-01-10,2025-01-10 17:00:00
OPP-607,Corvina Bank - Identity & Access Management,ACC-10409,Corvina Bank SA,Felix Wagner,Cybersecurity,Identity & Access Management,Closed Lost,0,135700,CHF,2024-08-07,2024-11-27,2024-09-03,No decision,Hyperscaler Co-sell,2024-09-03,2024-09-03 17:00:00
OPP-74,Cygnus Components - Cloud Migration,ACC-10677,Cygnus Components plc,Oliver Hughes,Cloud & Infrastructure,Cloud Migration,Closed Lost,0%,386 400,GBP,2024-04-18,2024-08-26,2024-05-14,Not a Fit,Event / Webinar,2024-05-14,2024-05-14 17:00:00
OPP-921,Moselle Pharma - DevOps & Platform Engineering,ACC-10110,Moselle Pharma B.V.,Pieter Janssens,Cloud & Infrastructure,DevOps & Platform Engineering,Closed - Lost,0%,35500,€,2024-10-14,2025-03-30,2024-11-11,Not a Fit,Webinar,2024-11-11,2024-11-11 23:11:15
OPP-245,Vektor Utilities - Cloud Migration,ACC-10466,Vektor Utilities ASA,Freja Nielsen,Cloud & Infra,Cloud Migration,Closed - Lost,0,2261100,NOK,2024-05-25,2024-09-02,2024-08-16,Price,Referral,2024-08-16,2024-08-16 17:00:00
OPP-878,Pionier Automotive - AI & GenAI Solutions,ACC-10194,PIONIER AUTOMOTIVE SE,Anna Müller,Data and AI,AI & GenAI Solutions,5 - Closed Won,100%,"€139,500",EUR,2024-10-06,2025-01-09,2025-06-29,,Event,2025-06-29,2025-06-29 17:00:00
OPP-769,Kronberg Agency - Application Support,ACC-10267,Kronberg Agency Ltd,Grace Thompson,ERP & Business Apps,Application Support,closed lost,0,83 700,GBP,2024-09-14,2025-02-08,2025-02-18,No Budget,Partner Referral,2025-02-18,2025-02-18 20:30:42
OPP-194,Invicta Municipal Services - Security Assessment,ACC-10663,INVICTA MUNICIPAL SERVICES S.P.A.,Isabel Ferreira,Cybersecurity,Security Assessment,Closed - Lost,0,52000,EUR,2024-05-13,2024-12-14,2024-05-23,Not a Fit,Partner,2024-05-23,2024-05-23 22:33:03
OPP-658,Estrella Finance - Managed Cloud Services,ACC-10056,Estrella Finance S.A.,Tomáš Novák,Cloud & Infrastructure,Managed Cloud Services,Closed Lost,0,4 635 700,PLN,2024-08-18,2025-02-08,2024-11-05,no budget,Existing Customer,2024-11-05,2024-11-05 17:00:00
OPP-8,Dunmore Motorenwerk - DevOps & Platform Engineering,ACC-10298,Dunmore Motorenwerk AS,Freja Nielsen,Cloud and Infrastructure,DevOps & Platform Engineering,Lost,0%,2195700,NOK,2024-04-03,2024-06-07,2024-07-17,Lost to Competitor,Inbound - Website,2024-07-17,2024-07-17 17:04:19
OPP-295,Fjordline Broadcast - Security Assessment,ACC-10256,Fjordline Broadcast SAS,David Moreau,Cybersecurity,Security Assessment,Closed Lost,0,111500,EUR,03/06/2024,2024-11-20,2024-08-19,Price,Outbound - SDR,2024-08-19,2024-08-19 17:00:00
OPP-303,Atlas Mobility - Security Assessment,ACC-10236,Atlas Mobility S.A.,J. Kowalski,Cybersecurity,Security Assessment,Closed Won,100%,576100,PLN,2024-06-06,2024-12-06,2024-09-15,,Event / Webinar,2024-09-15,2024-09-15 17:00:00
OPP-615,Delta Power - Analytics & BI,ACC-10087,Delta Power AB,Mikael Lindqvist,Data & AI,Analytics & BI,Lost,0,934200,SEK,2024-08-10,2024-11-05,2024-08-13,No Budget,Hyperscaler Co-sell,2024-08-13,2024-08-13 17:00:00
OPP-156,Corvina Pharma - AI & GenAI Solutions,ACC-10324,CORVINA PHARMA LTD,Ethan Clarke,Data&AI,AI & GenAI Solutions,Closed Lost,0,170000,EUR,2024-05-03,2024-10-20,2024-05-15,no budget,Hyperscaler Co-sell,2024-05-15,2024-05-15 23:16:15
OPP-802,Jadeport Logistics - DevOps & Platform Engineering,ACC-10501,Jadeport Logistics S.A.,Pieter Janssens,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Won,100,151500.00,EUR,2024-09-20,2025-01-06,2025-01-28,,Outbound - SDR,2025-01-28,2025-01-28 17:36:46
OPP-892,Harbour Automotive - Managed SOC,ACC-10353,Harbour Automotive S.L.,Isabel Ferreira,Cyber,Managed SOC,Closed - Lost,0,841000,EUR,2024-10-09,2025-03-09,2025-01-02,Scope Reduced / In-house,Outbound - SDR,2025-01-02,2025-01-02 17:00:00
OPP-793,Meridian Clinics - Security Assessment,ACC-10496,Meridian Clinics ASA,Sara Andersson,cybersecurity,Security Assessment,closed won,100,280600,NOK,2024-09-19,2024-12-11,2024-12-09,,Hyperscaler Co-sell,2024-12-09,2024-12-09 17:00:00
OPP-232,Lindholm Telecom - DevOps & Platform Engineering,ACC-10565,Lindholm Telecom S.r.l.,Mateo López,CLOUD,,closed won,100%,535000,EUR,2024-05-21,2024-09-25,2025-01-10,,Hyperscaler Co-sell,2025-01-10,2025-01-10 19:40:38
OPP-798,Dunmore Automotive - Data Platform Modernisation,ACC-10316,Dunmore Automotive Ltd,Ethan Clarke,Data & AI,Data Platform Modernisation,Lost,0%,233900,GBP,2024-09-20,2025-02-22,2024-10-06,No Decision / Stalled,SDR,2024-10-06,2024-10-06 17:00:00
OPP-288,Iberia Institute - Analytics & BI,ACC-10359,Iberia Institute Sp. z o.o.,Katarzyna Nowak,Data & AI,Analytics & BI,Closed - Lost,0,"630,200.00",PLN,2024-06-02,2024-08-18,2024-08-23,no budget,Hyperscaler Co-sell,2024-08-23,2024-08-23 17:00:00
OPP-260,Borealis Automotive - Salesforce Implementation,ACC-10115,BOREALIS AUTOMOTIVE AG,Julia Hoffmann,ERP & Business Apps,Salesforce Implementation,Closed Lost,0,"45,200.00",CHF,2024-05-28,2024-09-14,2024-08-19,No Decision / Stalled,Inbound,2024-08-19,2024-08-19 17:00:00
OPP-807,Granite Power - Identity & Access Management,ACC-10564,GRANITE POWER N.V.,Sara Andersson,Cybersecurity,Identity & Access Management,closed lost,0,"€34,000",EUR,2024-09-22,2025-03-10,19/10/2024,Budget,Event / Webinar,2024-10-19,2024-10-19 17:00:00
OPP-911,Kestrel Brands - SAP S/4HANA Implementation,ACC-10073,Kestrel Brands a.s.,Lena Fischer,ERP & Business Apps,SAP S/4HANA Implementation,Closed Lost,0%,"CZK 4,317,400",CZK,2024-10-12,2025-03-15,2024-10-30,Not a Fit,Inbound - Website,2024-10-30,2024-10-30 17:38:53
OPP-599,Castellan Components - Application Support,ACC-10710,Castellan Components S.L.,Paolo Conti,ERP and Business Applications,Application Support,Lost,0,680000,EUR,2024-08-04,2025-01-20,2024-12-17,Price,Inbound - Website,2024-12-17,2024-12-17 17:00:00
OPP-374,Oakridge Retail - SAP S/4HANA Implementation,ACC-10380,Oakridge Retail N.V.,Lena Fischer,ERP & Apps,SAP S/4HANA Implementation,closed lost,0,"1,250,000.00",EUR,2024-06-19,2024-11-03,2024-06-27,Not qualified,Event / Webinar,2024-06-27,2024-06-27 19:49:53
OPP-114,Vistula Consumer - SAP S/4HANA Implementation,ACC-10299,VISTULA CONSUMER PLC,Grace Thompson,ERP & Business Apps,SAP S/4HANA Implementation,closed lost,0%,1382200,GBP,26/04/2024,2024-08-15,2024-07-16,Scope Reduced / In-house,Event,2024-07-16,2024-07-16 21:41:53
OPP-856,Estrella Finance - Data Platform Modernisation,ACC-10056,Estrella Finance S.A.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,Closed Won,100,3118200,PLN,2024-10-01,2025-01-05,2025-06-20,,Upsell,2025-06-20,2025-06-20 19:52:47
OPP-133,Karlsson Institute - Application Support,ACC-10190,Karlsson Institute plc,Grace Thompson,ERP,Application Support,Closed - Lost,0%,31400,GBP,2024-04-30,2024-10-03,2024-06-16,No Budget,Partner Referral,2024-06-16,2024-06-16 19:50:51
OPP-877,Alpenkraft Renewables - DevOps & Platform Engineering,ACC-10152,Alpenkraft Renewables S.p.A.,Mateo López,Cloud & Infrastructure,DevOps & Platform Engineering,Won,100%,181000,eur,2024-10-06,2025-01-18,2025-06-26,,Inbound - Website,2025-06-26,2025-06-26 17:00:00
OPP-353,Vektor Components - Application Support,ACC-10756,Vektor Components SA,Camille Bernard,ERP & Business Apps,Application Support,Lost,0,266500,EUR,2024-06-15,2024-08-24,2024-09-13,Timing / Postponed,Partner Referral,2024-09-13,2024-09-13 17:00:00
OPP-577,Lindholm Components - Analytics & BI,ACC-10154,Lindholm Components AG,Anna Müller,Data&AI,Analytics & BI,5 - Closed Won,100,60000,EUR,01/08/2024,2024-10-20,2024-12-11,,Webinar,2024-12-11,2024-12-11 19:56:54
OPP-237,Stellaris Biotech - Analytics & BI,ACC-10478,Stellaris Biotech Ltd,Niamh Walsh,Data & AI,Analytics & BI,Closed Lost,0,150900,GBP,2024-05-22,2024-11-09,2024-06-06,,Inbound - Website,2024-06-06,2024-06-06 17:00:00
OPP-837,Lusitania Renewables - Identity & Access Management,ACC-10155,Lusitania Renewables SA,Felix Wagner,Cybersecurity,Identity & Access Management,Closed Won,100,372800,CHF,2024-09-27,2024-12-15,2025-01-03,,Partner Referral,2025-01-03,2025-01-03 17:00:00
OPP-559,Stellaris Freight - SAP S/4HANA Implementation,ACC-10477,Stellaris Freight SA,Camille Bernard,ERP and Business Applications,SAP S/4HANA Implementation,Closed Lost,0%,103500,EUR,2024-07-27,2025-02-07,2024-09-02,No Decision / Stalled,Outbound,2024-09-02,2024-09-02 17:00:00
OPP-429,Danubia Automotive - DevOps & Platform Engineering,ACC-10541,Danubia Automotive GmbH,Lukas Schneider,Cloud & Infra,DevOps & Platform Engineering,Closed Won,100%,117500,EUR,2024-07-01,2024-09-17,2024-11-11,,Outbound,2024-11-11,2024-11-11 17:48:03
OPP-777,Kronberg Logistics - SAP S/4HANA Implementation,ACC-10651,Kronberg Logistics Ltd,Grace Thompson,ERP & Business Apps,SAP S/4HANA Implementation,closed lost,0%,839100,GBP,2024-09-16,2024-12-02,2024-10-04,No Budget,Partner Referral,2024-10-04,2024-10-04 18:00:10
OPP-181,Lindholm Power - Security Assessment,ACC-10471,Lindholm Power S.A.,Jan Kowalski,Cybersecurity,Security Assessment,Closed - Lost,0%,247500,PLN,2024-05-09,2024-09-16,2024-08-10,Timing / Postponed,Inbound,2024-08-10,2024-08-10 17:00:00
OPP-519,Stellaris Freight - Identity & Access Management,ACC-10477,Stellaris Freight SA,David Moreau,Cybersecurity,Identity & Access Management,Lost,0%,52500,EUR,2024-07-19,2024-12-17,2024-08-12,No fit,Hyperscaler Co-sell,2024-08-12,2024-08-12 17:00:00
OPP-872,Oakridge Assurance - SAP S/4HANA Implementation,ACC-10622,Oakridge Assurance A/S,Sven Johansson,ERP and Business Applications,SAP S/4HANA Implementation,Discovery,20%,"4,764,100.00",DKK,2024-10-04,2024-11-11,,,Hyperscaler Co-sell,2024-11-14,2024-11-12 18:09:48
OPP-433,Ysolde Renewables - Cloud Migration,ACC-10734,Ysolde Renewables Oyj,Freja Nielsen,Cloud & Infrastructure,Cloud Migration,5 - Closed Won,100%,421500,EUR,01/07/2024,2024-10-11,2024-09-19,,Event / Webinar,2024-09-19,2024-09-19 17:00:00
OPP-208,Falkner Foods - Cloud Migration,ACC-10117,FALKNER FOODS GMBH,"Schneider, Lukas",Cloud & Infrastructure,Cloud Migration,Closed Lost,0%,56000,EUR,2024-05-16,2024-10-22,2024-09-12,Stalled,Partner,2024-09-12,2024-09-12 19:20:28
OPP-803,Rhein Telecom - Application Support,ACC-10534,Rhein Telecom SA,Camille Bernard,ERP & Business Apps,Application Support,Closed Lost,0,146000,,2024-09-21,2025-02-24,2025-01-31,,Inbound - Website,2025-01-31,2025-01-31 17:00:00
OPP-185,Corvina Energy - AI & GenAI Solutions,ACC-10404,Corvina Energy SA,"Laurent, Hugo",Data & AI,AI & GenAI Solutions,Closed Lost,0%,309000,EUR,2024-05-11,2024-09-26,2024-06-10,no budget,Outbound,2024-06-10,2024-06-10 19:54:31
OPP-407,Atlas Media - Application Support,ACC-10585,Atlas Media S.r.l.,Paolo Conti,ERP & Business Apps,Application Support,Closed Won,100,215500,EUR,2024-06-27,28/11/2024,2024-09-15,,Inbound - Website,2024-09-15,2024-09-15 17:00:00
OPP-513,Aurora Brands - AI & GenAI Solutions,ACC-10721,Aurora Brands S.r.l.,Marco Rossi,DATA & AI,AI & GenAI Solutions,closed lost,0,117500,EUR,2024-07-18,2025-01-21,2024-07-29,Stalled,Event,2024-07-29,2024-07-29 22:47:05
OPP-478,Zentra Transport - Data Platform Modernisation,ACC-10621,Zentra Transport S.A.,Katarzyna Nowak,Data & AI,Data Platform Modernisation,Closed Won,100%,585700.00,PLN,2024-07-12,2024-09-13,2024-12-09,,Partner Referral,2024-12-09,2024-12-09 17:00:00
OPP-546,Helvetia Utilities - Analytics & BI,ACC-10554,Helvetia Utilities N.V.,Emma de Vries,Data & AI,Analytics & BI,Won,100,"159,000.00",EUR,2024-07-23,2025-01-15,2024-12-28,,Hyperscaler Co-sell,2024-12-28,2024-12-28 17:00:00
OPP-637,Stellaris Authority - Salesforce Implementation,ACC-10188,Stellaris Authority ASA,Sven Johansson,ERP & Business Apps,Salesforce Implementation,Closed - Lost,0%,3734400,NOK,2024-08-14,2025-01-19,2024-11-22,Not qualified,Referral,22/11/2024,2024-11-22 19:59:15
OPP-860,Hansa Bank - Security Assessment,ACC-10555,Hansa Bank SA,David Moreau,Cybersecurity,Security Assessment,5 - Closed Won,100,23500,EUR,2024-10-02,2025-05-01,2025-02-28,,Existing Customer,2025-02-28,2025-02-28 17:00:00
OPP-32,Marisol Consumer - Security Assessment,ACC-10329,Marisol Consumer S.r.l.,Isabel Ferreira,Cyber Security,Security Assessment,Closed - Lost,0%,132000.00,,2024-04-07,2024-10-06,2024-05-12,no budget,Inbound - Website,2024-05-12,2024-05-12 17:00:00
OPP-15,Jadeport Finance - Application Support,ACC-10414,Jadeport Finance Ltd,Grace Thompson,ERP & Business Apps,Application Support,Closed - Lost,0%,37900,GBP,2024-04-04,2024-09-01,2024-04-16,No Budget,Partner Referral,2024-04-16,2024-04-16 17:00:00
OPP-77,Meridian Agency - Managed SOC,ACC-10424,Meridian Agency SA,David Moreau,Cybersecurity,Managed SOC,5 - Closed Won,100,878500,EUR,2024-04-18,2024-12-07,2025-01-19,,Event,19/01/2025,2025-01-19 17:00:00
OPP-488,Marisol Pharma - Salesforce Implementation,ACC-10007,Marisol Pharma AG,Julia Hoffmann,ERP & Apps,Salesforce Implementation,Closed Lost,0,45500,EUR,2024-07-13,2024-11-17,2025-07-08,No Budget,Outbound - SDR,2025-07-08,2025-07-08 17:00:00
OPP-581,Noord Components - Managed Cloud Services,ACC-10460,Noord Components Sp. z o.o.,T. Novák,CLOUD,Managed Cloud Services,Closed Lost,0%,4981500.00,PLN,2024-08-01,2024-10-20,2024-10-20,Stalled,Referral,2024-10-20,2024-10-20 17:41:34
OPP-895,Atlas Power - Managed Cloud Services,ACC-10455,Atlas Power AB,Freja Nielsen,Cloud & Infrastructure,Managed Cloud Services,Closed Won,100%,4179400,SEK,2024-10-09,2025-01-19,2025-02-27,,Partner Referral,2025-02-27,2025-02-27 23:35:50
OPP-543,Jadeport Assurance - AI & GenAI Solutions,ACC-10764,Jadeport Assurance S.A.,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Lost,0,848000,EUR,2024-07-23,2025-03-29,2025-03-07,Scope Reduced / In-house,Outbound - SDR,2025-03-07,2025-03-07 18:12:21
OPP-960,Noord Components - Cloud Migration,ACC-10460,Noord Components Sp. z o.o.,Tomáš Novák,Cloud & Infrastructure,Cloud Migration,closed lost,0%,2913100,PLN,2024-10-23,2024-12-21,2024-12-06,,Outbound - SDR,2024-12-06,2024-12-06 17:00:00
OPP-710,Ysolde Transport - SAP S/4HANA Implementation,ACC-10654,Ysolde Transport AG,Julia Hoffmann,ERP & Business Apps,SAP S/4HANA Implementation,closed won,100,412500,EUR,2024-09-01,2024-12-08,2025-02-19,,Outbound - SDR,2025-02-19,2025-02-19 17:00:00
OPP-685,Castellan Industries - DevOps & Platform Engineering,ACC-10123,Castellan Industries N.V.,Pieter Janssens,Cloud and Infrastructure,DevOps & Platform Engineering,Closed Lost,0%,126500,EUR,2024-08-25,2024-12-09,2024-08-29,Not a Fit,Outbound - SDR,2024-08-29,2024-08-29 17:00:00
OPP-942,Vistula Authority - Analytics & BI,ACC-10361,Vistula Authority SAS,Hugo Laurent  ,Data & AI,Analytics & BI,Closed Lost,0,"€41,500",EUR,2024-10-20,2025-05-05,2024-11-01,No Decision / Stalled,Event,2024-11-01,2024-11-01 17:00:00
OPP-907,Vektor Renewables - Data Platform Modernisation,ACC-10526,Vektor Renewables DAC,Niamh Walsh,Data & AI,Data Platform Modernisation,Lost,0,"€680,500",EUR,2024-10-12,2025-03-04,2025-03-29,Lost to Competitor,Event / Webinar,2025-03-29,2025-03-29 21:27:01
OPP-103,Aurora Medical - SAP S/4HANA Implementation,ACC-10681,Aurora Medical Ltd,Grace Thompson,ERP and Business Applications,,closed won,100%,184600,GBP,2024-04-24,2024-10-07,2024-07-28,,Hyperscaler Co-sell,2024-07-28,2024-07-28 17:00:00
OPP-271,Juniper Retail - Managed SOC,ACC-10197,Juniper Retail SA,David Moreau,Cybersecurity,Managed SOC,Closed Lost,0%,302000,EUR,2024-05-30,2024-11-07,2024-08-04,No Decision / Stalled,Partner Referral,2024-08-04,2024-08-04 19:24:20
OPP-830,Elbe Clinics - DevOps & Platform Engineering,ACC-10403,Elbe Clinics DAC,oliver hughes,CLOUD,DevOps & Platform Engineering,Closed Lost,0%,224000,EUR,2024-09-26,2025-02-21,2024-11-13,No Budget,Inbound,2024-11-13,2024-11-13 17:00:00
OPP-332,Moselle Pharma - Managed Cloud Services,ACC-10110,Moselle Pharma B.V.,Pieter Janssens,Cloud & Infrastructure,Managed Cloud Services,closed lost,0,218000,EUR,2024-06-11,2024-11-17,2024-08-29,Postponed,Hyperscaler Co-sell,2024-08-29,2024-08-29 17:00:00
OPP-749,Moselle Bank - DevOps & Platform Engineering,ACC-10355,Moselle Bank S.r.l.,Mateo López,Cloud & Infra,DevOps & Platform Engineering,5 - Closed Won,100,89000,EUR,2024-09-09,2025-01-30,2025-03-22,,Partner Referral,22/03/2025,2025-03-22 17:00:00
OPP-625,Danubia Finance - AI & GenAI Solutions,ACC-10263,Danubia Finance Lda,Marco Rossi,Data & AI,AI & GenAI Solutions,Closed Won,100%,216500,EUR,2024-08-12,2025-01-22,2025-02-25,,Outbound - SDR,2025-02-25,2025-02-25 17:00:00
OPP-287,Brightwater Bank - Cloud Migration,ACC-10142,Brightwater Bank S.A.,Mateo López,Cloud & Infrastructure,Cloud Migration,Closed Lost,0,147500,EUR,2024-06-02,2024-09-25,2024-06-10,Not a Fit,Inbound - Website,2024-06-10,2024-06-10 17:00:00
OPP-882,Ysolde Renewables - Managed SOC,ACC-10102,YSOLDE RENEWABLES OYJ,Sara Andersson,Cyber,Managed SOC,Lost,0,805500,EUR,2024-10-07,25/01/2025,2024-10-30,No Budget,Existing Customer (Upsell),2024-10-30,2024-10-30 17:00:00
OPP-98,Meridian Institute - SAP S/4HANA Implementation,ACC-10011,Meridian Institute SAS,Camille Bernard,ERP & Business Apps,SAP S/4HANA Implementation,Lost,0,452000,EUR,2024-04-23,2024-10-13,2024-06-17,No Budget,Co-sell,2024-06-17,2024-06-17 17:00:00
OPP-965,Nordwind Health - DevOps & Platform Engineering,ACC-10366,Nordwind Health plc,"Hughes, Oliver",Cloud and Infrastructure,DevOps & Platform Engineering,Closed Lost,0,52000,gbp,2024-10-25,2025-03-15,2025-01-08,No Decision / Stalled,Partner Referral,08/01/2025,2025-01-08 17:00:00
OPP-792,Aurora Grid - Application Support,ACC-10688,Aurora Grid s.r.o.,Lena Fischer,ERP & Business Apps,Application Support,Closed Lost,0%,"CZK 7,190,500",CZK,2024-09-19,2024-12-10,2024-10-29,Budget,Co-sell,2024-10-29,2024-10-29 20:58:58
OPP-227,Solvik Consumer - DevOps & Platform Engineering,ACC-10633,Solvik Consumer SAS,Chloé Martin,Cloud & Infrastructure,DevOps & Platform Engineering,Closed Lost,0,267000,EUR,2024-05-20,2024-10-31,2024-07-04,No Budget,Hyperscaler Co-sell,2024-07-04,2024-07-04 17:00:00
OPP-380,Zephyr Assurance - Salesforce Implementation,ACC-10339,Zephyr Assurance AG,Julia Hoffmann,ERP & Business Apps,Salesforce Implementation,closed lost,0,575000,EUR,2024-06-21,2024-11-19,2024-10-23,Price,Inbound,2024-10-23,2024-10-23 17:00:00
OPP-835,Gallway Retail - Application Support,ACC-10280,Gallway Retail SAS,Camille Bernard,ERP & Business Apps,Application Support,Lost,0%,318500,EUR,2024-09-27,2025-02-28,2024-10-01,No Decision / Stalled,Event / Webinar,2024-10-01,2024-10-01 17:00:00
OPP-636,Moselle Brands - Identity & Access Management,ACC-10441,Moselle Brands SA,David Moreau,Cybersecurity,Identity & Access Management,Won,100,119000,EUR,2024-08-14,2024-11-19,2024-11-15,,Hyperscaler Co-sell,2024-11-15,2024-11-15 18:51:26
OPP-97,Vektor Health - Salesforce Implementation,ACC-10297,Vektor Health GmbH,Lena Fischer,ERP & Business Apps,Salesforce Implementation,Closed Won,100%,313500,EUR,2024-04-23,2024-09-19,2024-10-16,,Hyperscaler Co-sell,2024-10-16,2024-10-16 17:00:00
OPP-890,Noord Agency - Analytics & BI,ACC-10588,Noord Agency plc,Ethan Clarke,Data & AI,Analytics & BI,closed lost,0,29700,GBP,2024-10-08,2025-04-24,2025-03-28,No decision,Partner,2025-03-28,2025-03-28 19:53:12
OPP-914,Atlas Renewables - AI & GenAI Solutions,ACC-10539,Atlas Renewables SAS,Hugo Laurent,Data & AI,AI & GenAI Solutions,Lost,0,215500,EUR,2024-10-13,29/12/2024,2025-01-15,Not a Fit,Hyperscaler Co-sell,2025-01-15,2025-01-15 17:00:00
